0.177758	0.145159	1.000000
-0.029809	0.219585	1.000000
-0.282897	0.196729	1.000000
-0.799745	-0.070167	-1.000000
0.561903	0.361504	-1.000000
-0.006383	0.068772	1.000000
-0.018812	-0.040321	1.000000
-0.459749	-0.223767	-1.000000
0.072684	0.115214	1.000000
-0.648221	-0.271484	-1.000000
0.891612	-0.010556	-1.000000
0.076665	-0.026462	1.000000
0.183524	-0.018551	1.000000
0.264606	-0.108871	1.000000
-0.187286	-0.057860	1.000000
-0.098778	0.947779	-1.000000
0.031479	0.752536	-1.000000
0.247715	-0.277695	1.000000
0.428316	-0.003100	1.000000
0.466930	-0.321725	-1.000000
0.027298	-0.074917	1.000000
0.492873	0.160470	-1.000000
0.193406	0.254035	1.000000
-0.247700	-0.925074	-1.000000
-0.128774	-0.385440	1.000000
0.119640	-0.146759	1.000000
-0.041260	0.214410	1.000000
0.387192	-0.133515	1.000000
-0.108814	-0.702224	-1.000000
-0.393698	0.020937	1.000000
-0.285304	0.883215	-1.000000
-0.087918	0.070295	1.000000
-0.530997	0.253691	-1.000000
0.308000	-0.005790	1.000000
0.207933	0.662099	-1.000000
0.745282	-0.595591	-1.000000
0.289868	0.207422	1.000000
-0.141277	0.116754	1.000000
-0.160194	-0.174748	1.000000
-0.580682	-0.356027	-1.000000
-0.121108	0.124003	1.000000
0.426202	-0.662023	-1.000000
-0.101993	-0.019154	1.000000
-0.894045	0.208048	-1.000000
-0.164635	0.096467	1.000000
-0.394371	-0.810713	-1.000000
0.485613	-0.752849	-1.000000
0.394691	-0.270270	1.000000
-0.126036	0.302380	1.000000
0.083360	0.045130	1.000000
0.136116	0.057576	1.000000
-0.090659	0.084211	1.000000
-0.482721	-0.515428	-1.000000
-0.009010	0.022313	1.000000
0.219953	-0.036868	1.000000
-0.068636	0.391499	1.000000
-0.002440	-0.350743	1.000000
-0.734586	0.082614	-1.000000
0.310473	0.485717	-1.000000
-0.787485	-0.234885	-1.000000
0.174518	-0.226245	1.000000
0.561747	0.396069	-1.000000
0.095518	0.796398	-1.000000
0.998351	0.010009	-1.000000
-0.067505	-0.153620	1.000000
-0.588888	-0.098387	-1.000000
0.543344	-0.307845	-1.000000
-0.025364	-0.014513	1.000000
0.235762	0.128025	1.000000
0.438955	0.303955	-1.000000
0.454763	-0.060463	1.000000
0.142468	-0.379187	1.000000
-0.151688	0.025374	1.000000
0.008980	0.050333	1.000000
0.056947	-0.010688	1.000000
0.008224	-0.763999	-1.000000
0.716947	-0.261737	-1.000000
-0.128849	-0.032380	1.000000
-0.210334	0.392645	1.000000
-0.200238	0.396834	1.000000
-0.185730	-0.186237	1.000000
-0.129325	-0.064133	1.000000
-0.618200	-0.097234	-1.000000
-0.679503	0.653602	-1.000000
-0.044340	0.159207	1.000000
-0.421136	0.589786	-1.000000
-0.029933	-0.025580	1.000000
-0.037894	-0.025301	1.000000
0.095897	0.099245	1.000000
-0.441642	0.485299	-1.000000
0.108166	0.382927	1.000000
-0.720965	0.391799	-1.000000
-0.014708	0.013814	1.000000
0.074241	-0.147437	1.000000
-0.125918	0.189342	1.000000
-0.541382	0.402387	-1.000000
0.406912	-0.655784	-1.000000
-0.198701	0.193162	1.000000
-0.425500	-0.019739	1.000000
0.394159	0.381760	-1.000000
